batch_size,throughput_tok_sec,avg_latency_ms,peak_memory_gb,avg_ttft_ms
1,45.4593182680323,1187.8752708435059,31.059423828125,34.01423618197441
2,74.60483196776316,1769.322395324707,31.059423828125,29.59531918168068
4,130.12489291946898,2912.586450576782,31.059423828125,30.036475509405136
8,255.8646894285137,2946.8700885772705,31.059423828125,28.67874875664711
16,537.3033649229134,3028.0845165252686,31.059423828125,29.23673391342163
32,1030.7985752610793,3376.023292541504,31.059423828125,28.757967054843903
64,1730.4833475630153,3856.7259311676025,31.059423828125,29.296401888132095
